BROKERTITLE,TYPE,PRICE,BEDS,BATH,PROPERTYSQFT,STATE,MAIN_ADDRESS,ADMINISTRATIVE_AREA_LEVEL_2,LOCALITY,SUBLOCALITY,LATITUDE,LONGITUDE
"Brokered by KMS Realty Group, Inc.",House,749000,3,2,1332.0,Staten Island,"767 Brighton AveStaten Island, NY 10301",United States,New York,Richmond County,40.6333903,-74.0969828
Brokered by Momentum Real Estate Llc,Multi-family home,1848000,3,4,3640.0,Brooklyn,"1862 84th AveBrooklyn, NY 11214",United States,New York,Kings County,40.607214,-73.9998636
Brokered by COMPASS,Co-op,465000,2,2,2184.207862,Manhattan,"420 E 51st St Apt 10CManhattan, NY 10022",New York,New York County,New York,40.754032,-73.965157
Brokered by Voro Llc,Co-op,298999,2,1,2184.207862,Queens Village,"229-17 87th Ave Unit UpperQueens Village, NY 11427",United States,New York,Queens County,40.7317712,-73.739171
Brokered by EXIT ALL SEASONS REALTY,Co-op,209900,1,1,780.0,Brooklyn,"3845 Shore Pkwy Apt 5HBrooklyn, NY 11235",New York,Kings County,Brooklyn,40.586901,-73.932949
Brokered by COMPASS,Co-op,539000,1,1,2184.207862,Brooklyn,"385 E 18th St Apt 6JBrooklyn, NY 11226",New York,Kings County,Brooklyn,40.6419847,-73.9614428
Brokered by Douglas Elliman  -111 Fifth Ave,House,2975000,3,2,2184.207862,Brooklyn,"474 Sterling PlBrooklyn, NY 11238",United States,New York,Kings County,40.674276,-73.9626129
Brokered by Akcess24homes Inc,Multi-family home,2099000,6,5,2184.207862,Rego Park,"97-19 63rd DrRego Park, NY 11374",United States,New York,Queens County,40.7308373,-73.8599677
Brokered by Houlihan Lawrence Bronxville,Co-op,199900,1,1,925.0,Bronx,"55 E 190th St Apt 3Bronx, NY 10468",New York,Bronx County,The Bronx,40.863113,-73.8983227
Brokered by COMPASS,Co-op,789000,2,1,2184.207862,Manhattan,"400 E 77th St Apt 4EManhattan, NY 10075",New York,New York County,New York,40.7707244,-73.9533267
Brokered by Douglas Elliman - 664 Fulton,House,919000,3,2,1565.0,Brooklyn,"941 Newkirk AveBrooklyn, NY 11230",United States,New York,Kings County,40.6335949,-73.9678166
Brokered by Corcoran East Side,House,815599,3,2,2184.207862,Brooklyn,"3708 Avenue MBrooklyn, NY 11234",United States,New York,Kings County,40.6254509,-73.9395115
Brokered by Ashford Homes,Multi-family home,1050000,4,4,3305.0,Staten Island,"97 Excelsior AveStaten Island, NY 10309",United States,New York,Richmond County,40.5209862,-74.2084631
Brokered by William Raveis Real Estate - Yorktown Heights,Co-op,289999,1,1,830.0,Bronx,"2550 Independence Ave Apt 3CBronx, NY 10463",New York,Bronx County,The Bronx,40.8799897,-73.919862
Brokered by BHHS New York Properties,Co-op,4050000,4,3,2184.207862,New York,"1060 Fifth Ave Unit 3CNew York, NY 10128",New York,New York County,New York,40.7822029,-73.959633
Brokered by Oxford Property Group,Townhouse,7750000,3,2,3375.0,Brooklyn,"5622 14th AveBrooklyn, NY 11219",United States,New York,Kings County,40.629467,-73.994672
Brokered by RE MAX Edge,Multi-family home,1998000,6,3,3192.0,Brooklyn,"578 Ovington AveBrooklyn, NY 11209",United States,New York,Kings County,40.631406,-74.0193512
Brokered by Douglas Elliman - 237 Smith St,Condo,1250000,3,2,1281.0,Brooklyn,"425 14th St Unit D1 /D2Brooklyn, NY 11215",New York,New York County,New York,40.7308035,-73.9808981
Brokered by Apple Realty Group Corp,Condo,680000,2,2,1058.0,Beechhurst,"167-09 Powell Cove Blvd Unit 26Beechhurst, NY 11357",New York,Queens County,Queens,40.7942255,-73.7950678
Brokered by Winzone Realty Inc,House,1299000,4,2,2184.207862,Brooklyn,"2066 66th StBrooklyn, NY 11204",United States,New York,Kings County,40.6147583,-73.9849887
Brokered by A J Realty Of Queens Inc,Multi-family home,899000,4,2,2184.207862,South Ozone Park,"109-06 112th StSouth Ozone Park, NY 11420",United States,New York,Queens County,40.6803198,-73.8281794
Brokered by Elegran LLC,Condo,845000,3,2,2184.207862,Kew Gardens,"83-09 Talbot St Unit 5NKew Gardens, NY 11415",New York,Queens County,Queens,40.7095418,-73.8286658
Brokered by E Realty International Corp,House,2098000,5,4,1200.0,Flushing,"147-48 8th AveFlushing, NY 11357",United States,New York,Queens County,40.7928436,-73.8190811
Brokered by Fillmore Real Estate,Co-op,899000,2,2,1300.0,Brooklyn,"9201 Shore Rd Apt C507Brooklyn, NY 11209",New York,Kings County,Brooklyn,40.620502,-74.0396973
Brokered by Keller Williams Rlty Landmark,House,758888,3,1,2184.207862,Bayside,"203-03 34th AveBayside, NY 11361",United States,New York,Queens County,40.7676985,-73.7850344
Brokered by Redfin Real Estate,Co-op,650000,2,1,2184.207862,New York,"332 W 101st St Apt 2RNew York, NY 10025",New York,New York County,New York,40.798761,-73.9721556
Brokered by Flat Rate Realty Of Queens Ltd,Co-op,169000,1,1,850.0,Jamaica,"165-20 Highland Ave Unit 105Jamaica, NY 11432",New York,Queens County,Queens,40.7106599,-73.7986899
Brokered by Prospes Real Estate Corp,Multi-family home,1350000,5,3,2184.207862,Middle Village,"58-16 83rd PlMiddle Village, NY 11379",United States,New York,Queens County,40.728555,-73.8780858
Brokered by Brown Harris Stvns Forest Hill,Co-op,695000,2,2,2184.207862,Jackson Heights,"35-25 77th St Unit A16Jackson Heights, NY 11372",New York,Queens County,Queens,40.7507718,-73.8890157
Brokered by Douglas Elliman - Bayside,Multi-family home,1499000,5,2,2280.0,Brooklyn,"18 Covert StBrooklyn, NY 11207",United States,New York,Kings County,40.6852121,-73.9131299
Brokered by COMPASS,Pending,395000,3,2,381.0,Brooklyn,"192 Water St Ste CBrooklyn, NY 11201",New York,Kings County,Brooklyn,40.7028922,-73.9860614
Brokered by Corcoran West Side,Co-op,445000,1,1,2184.207862,New York,"25 Tudor City Pl Apt 419New York, NY 10017",10017,United States,New York,40.7488491,-73.9716161
Brokered by Coldwell Banker Advantage,Townhouse,499000,3,2,1400.0,Staten Island,"181 Morningstar RdStaten Island, NY 10303",United States,New York,Richmond County,40.633314,-74.145909
Brokered by COMPASS,Co-op,449000,3,1,2184.207862,Manhattan,"440 E 56th St Apt 4DManhattan, NY 10022",New York,New York County,New York,40.7568629,-73.9621341
"Brokered by Hall Homes Realty, Inc.",House,649000,4,2,1120.0,Staten Island,"2760 Amboy RdStaten Island, NY 10306",United States,New York,Richmond County,40.5694974,-74.1237437
Brokered by Hometown Properties,Co-op,335000,1,1,756.0,Brooklyn,"7901 4th Ave Apt E5Brooklyn, NY 11209",New York,Kings County,Brooklyn,40.6273371,-74.0262024
Brokered by Block & Lot Real Estate SVC,Multi-family home,838000,8,4,2184.207862,Jamaica,"155-17/19 113th AveJamaica, NY 11433",United States,New York,Queens County,40.6880649,-73.7919272
Brokered by COMPASS,Condo,1495000,2,2,1098.0,Brooklyn,"84 Front St Apt 2BBrooklyn, NY 11201",New York,Kings County,Brooklyn,40.702357,-73.9892037
Brokered by Century Homes Realty Group LLC,Multi-family home,980000,4,4,3068.0,Bronx,"262 Zerega AveBronx, NY 10473",United States,New York,Bronx County,40.8129128,-73.8461841
Brokered by RE MAX Edge,House,688000,3,2,1344.0,Brooklyn,"2805 W 28th StBrooklyn, NY 11224",United States,New York,Kings County,40.5773399,-73.9943294
Brokered by Budget Real Estate Nyc Inc,Multi-family home,679000,6,3,2184.207862,Brooklyn,"1319 E 96th StBrooklyn, NY 11236",United States,New York,Kings County,40.6398004,-73.8974592
Brokered by Keller Williams Legendary,Pending,999888,4,2,1900.0,Flushing,"29-31 159th StFlushing, NY 11358",United States,New York,Queens County,40.7701584,-73.8052147
Brokered by Geo Real Estate Group Inc,Co-op,375000,1,1,500.0,New York,"240 E 55th St Apt 8ENew York, NY 10022",New York,New York County,New York,40.7581216,-73.9670704
Brokered by Netter Real Estate Inc,House,848724,2,2,2184.207862,Woodside,"53-15 37th RdWoodside, NY 11377",United States,New York,Queens County,40.7511112,-73.9089639
Brokered by Brown Harris Stevens,Townhouse,1595000,3,8,2184.207862,Manhattan,"511 W 144th St Unit TownhouseManhattan, NY 10031",United States,New York,New York County,40.8250069,-73.9486453
Brokered by City Advance Realty Inc,Condo,568000,2,2,1253.0,Rockaway Park,"164 Beach 101st St Unit 15ARockaway Park, NY 11694",New York,Queens County,Queens,40.5828044,-73.8210807
Brokered by Salmon Realty Group,Multi-family home,1153000,4,2,3980.0,Staten Island,"7739 Amboy RdStaten Island, NY 10307",United States,New York,Richmond County,40.5078915,-74.2530332
Brokered by Realty Connect USA LLC,Multi-family home,2399000,10,5,2184.207862,Bayside,"3505 214th PlBayside, NY 11361",United States,New York,Queens County,40.7693956,-73.7708144
Brokered by Keller Williams Realty Greater Nassau,Co-op,349000,1,1,800.0,Kensington,"510 Ocean Pkwy Apt 4DKensington, NY 11218",United States,New York,Kings County,40.6358249,-73.973308
Brokered by Realty Trends Corp,Multi-family home,2999990,5,6,3600.0,Brooklyn,"226 12th StBrooklyn, NY 11215",United States,New York,Kings County,40.6681258,-73.9897865
Brokered by Mont Sky Real Estate Hudson,Townhouse,899000,3,2,1400.0,Woodside,"50-07 63rd StWoodside, NY 11377",United States,New York,Queens County,40.7368055,-73.9026152
Brokered by Amorelli Realty LLC,Co-op,169000,1,1,2184.207862,Astoria,"21-57 33rd St Unit 5DAstoria, NY 11105",New York,Queens County,Queens,40.7759232,-73.9087334
Brokered by JM Properties,House,449999,4,3,1217.0,Staten Island,"46 Elizabeth StStaten Island, NY 10310",United States,New York,Richmond County,40.6329023,-74.120945
"Brokered by River Realty Services, Inc.",Foreclosure,886545,6,4,2116.0,Howard Beach,"133-29 Amber StHoward Beach, NY 11208",United States,New York,Queens County,40.6719007,-73.8590006
Brokered by Keller Williams Realty Staten Island,Townhouse,495000,3,2,1280.0,Staten Island,"75 N Burgher AveStaten Island, NY 10310",United States,New York,Richmond County,40.6396483,-74.1151985
"Brokered by Ed Bruno Realty, LLC",House,749000,4,3,2150.0,Staten Island,"142 Dixon AveStaten Island, NY 10303",United States,New York,Richmond County,40.6278109,-74.146957
Brokered by EXIT REALTY PRIME,House,875000,4,3,2129.0,Glen Oaks,"79-26 268th StGlen Oaks, NY 11004",United States,New York,Queens County,40.7474641,-73.704456
Brokered by RE MAX 1st Choice,Multi-family home,1630000,11,6,2184.207862,Elmhurst,"42-32 81st StElmhurst, NY 11373",United States,New York,Queens County,40.7424172,-73.8842849
Brokered by COMPASS,Condo,849000,2,1,720.0,Manhattan,"150 W 51st St Apt 808Manhattan, NY 10019",New York,New York County,New York,40.761427,-73.982584
Brokered by Douglas Elliman - 2112 Frederick Douglass Blvd,Pending,110000,1,1,650.0,Bronx,"6535 Broadway Apt 3GBronx, NY 10471",New York,Bronx County,The Bronx,40.906568,-73.8968047
Brokered by KELLER WILLIAMS REALTY LANDMARK II,Pending,299999,2,1,650.0,Brooklyn,"124-21 Flatlands Ave Unit 8BBrooklyn, NY 11208",New York,Kings County,Brooklyn,40.657696,-73.8764091
Brokered by Weichert Realtors TMT Group,Co-op,335000,3,2,2184.207862,Bayside,"18-50 211 St Unit 3DBayside, NY 11360",New York,Queens County,Queens,40.7805732,-73.7825806
"Brokered by Compass Greater Ny, Llc",Co-op,549000,3,1,1200.0,Brooklyn,"7002 Ridge Blvd Apt D11Brooklyn, NY 11209",New York,Kings County,Brooklyn,40.6358323,-74.0291372
Brokered by eXp Realty BKNY,Co-op,445000,3,2,1250.0,Brooklyn,"2483 W 16th St Apt 3CBrooklyn, NY 11214",United States,New York,Kings County,40.5871907,-73.9840965
Brokered by Keller Williams Realty Staten Island,Contingent,459000,2,1,1188.0,Staten Island,"382 Sprague AveStaten Island, NY 10307",United States,New York,Richmond County,40.5019991,-74.2372284
"Brokered by Homes R Us Realty of NY, Inc.",House,399998,4,2,1252.0,Staten Island,"73 Irving PlStaten Island, NY 10304",United States,New York,Richmond County,40.6171678,-74.0837135
Brokered by Sotheby's International Realty - Downtown Manhattan,Condo,9500000,4,4,3655.0,Brooklyn,"1 John St # EBrooklyn, NY 11201",New York,Kings County,Brooklyn,40.7046228,-73.9878238
Brokered by RE MAX Elite,Pending,999000,4,2,1957.0,Brooklyn,"121 86th StBrooklyn, NY 11209",United States,New York,Kings County,40.6248041,-74.0355778
Brokered by IHome Realty Group LLC,House,650000,4,2,1482.0,Brooklyn,"954 Brooklyn AveBrooklyn, NY 11203",United States,New York,Kings County,40.6503361,-73.9440072
Brokered by Century 21 Papp Realty,House,880000,3,4,2100.0,Staten Island,"20 Gabriele CtStaten Island, NY 10312",United States,New York,Richmond County,40.551314,-74.1670026
Brokered by Winzone Realty Inc,House,1350000,5,3,2082.0,Hollis,"80-31 188th StHollis, NY 11432",United States,New York,Queens County,40.7284032,-73.7803984
Brokered by Tru International Realty Corp,Condo,599000,2,2,2184.207862,Flushing,"131-19 Fowler Ave Unit 2CFlushing, NY 11355",New York,Queens County,Queens,40.7517561,-73.8344347
Brokered by Keller Williams Rlty Landmark,Co-op,225000,1,1,2184.207862,Bayside,"35-45 204 St Unit 399Bayside, NY 11361",New York,Queens County,Queens,40.7664499,-73.78359
Brokered by Level,Co-op,220000,3,1,2184.207862,New York,"273 Bennett Ave Apt 6ENew York, NY 10040",New York,New York County,New York,40.8590729,-73.9322176
Brokered by RE/MAX Team,Co-op,289000,3,1,2184.207862,Bronx,"2199 Holland Ave Apt 5NBronx, NY 10462",New York,Bronx County,The Bronx,40.8563536,-73.865974
Brokered by Corcoran SoHo,Pending,350000,1,1,2184.207862,New York,"2088 Madison Ave Apt 1ANew York, NY 10037",New York,New York County,New York,40.8099146,-73.9379084
Brokered by Realty Connect USA LLC,House,719999,3,2,2184.207862,Corona,"108-16 36 AveCorona, NY 11368",United States,New York,Queens County,40.754545,-73.859675
Brokered by COMPASS,Condo,1100000,2,1,807.0,Brooklyn,"170 Broadway Apt 6ABrooklyn, NY 11211",New York,Kings County,Brooklyn,40.709905,-73.962869
Brokered by Pantiga Group Inc.,Co-op,259000,2,1,950.0,Bronx,"800 Grand Concourse Ave Unit GjnBronx, NY 10451",United States,New York,Bronx County,40.8248699,-73.9229829
Brokered by S Sharf Realty Inc,Multi-family home,1699999,6,3,2754.0,Brooklyn,"370 Marion StBrooklyn, NY 11233",United States,New York,Kings County,40.681189,-73.9146606
Brokered by CENTURY 21 Professional Realty,House,669000,4,2,2184.207862,Rosedale,"134-25 241st StRosedale, NY 11422",United States,New York,Queens County,40.6729779,-73.7330064
Brokered by TREBACH REALTY INC,House,3400000,6,6,6290.0,Bronx,"5000 Goodridge AveBronx, NY 10471",United States,New York,Bronx County,40.8969575,-73.9032123
Brokered by Keystone Realty USA Corp,Condo,549000,3,2,2184.207862,Ozone Park,"86-02 Dumont Ave Unit 1BOzone Park, NY 11417",New York,Queens County,Queens,40.6726474,-73.8499883
Brokered by YourHomeSold Guarantee Realty,Land,250000,3,2,2184.207862,Bronx,"1818 Unionport RdBronx, NY 10462",United States,New York,Bronx County,40.8453241,-73.8684042
Brokered by Sotheby's International Realty - Downtown Manhattan,Co-op,299000,3,1,2184.207862,New York,"579 W 215th St Apt 9DNew York, NY 10034",New York,New York County,New York,40.8718895,-73.9188667
Brokered by AAA Young Shuen Realty Inc,House,1288000,5,2,2184.207862,Whitestone,"146-06 13th AveWhitestone, NY 11357",United States,New York,Queens County,40.7886657,-73.8207928
Brokered by Serhant,Condo,3345000,2,2,1875.0,New York,"158 Franklin St Fl 3New York, NY 10013",New York,New York County,New York,40.7194435,-74.0081022
Brokered by Voro Llc,Multi-family home,1198000,6,5,2184.207862,Springfield Gardens,"132-31 219th StSpringfield Gardens, NY 11413",United States,New York,Queens County,40.6811645,-73.7493264
Brokered by KELLER WILLIAMS REALTY LANDMARK II,House,897888,3,2,1260.0,Maspeth,"69-29 54th AveMaspeth, NY 11378",United States,New York,Queens County,40.7292895,-73.8945367
Brokered by Anthony T Crews Real Estate LLC,House,575000,4,2,1604.0,Brooklyn,"190 Crystal StBrooklyn, NY 11208",United States,New York,Kings County,40.6740009,-73.8743074
Brokered by Coldwell Banker American Homes,Co-op,230000,1,1,2184.207862,Douglaston,"43-25 Douglaston Pkwy Unit 6DDouglaston, NY 11363",New York,Queens County,Queens,40.7670699,-73.74642
Brokered by Brown Harris Stevens - 445 Park Avenue,Co-op,775000,1,1,2184.207862,Manhattan,"401 W End Ave Unit 3EManhattan, NY 10024",New York,New York County,New York,40.7845412,-73.981249
Brokered by Keller Williams Rty Gold Coast,House,2100000,4,3,3512.0,Whitestone,"150-123 Powells Cove BlvdWhitestone, NY 11357",United States,New York,Queens County,40.7974719,-73.8143638
Brokered by RE MAX Edge,House,1080000,6,3,3600.0,Staten Island,"47 Wheeler AveStaten Island, NY 10314",United States,New York,Richmond County,40.6110496,-74.1309465
Brokered by Mark Murphy Properties,Condo,378888,1,1,718.0,Staten Island,"966 Clove Rd Unit H1Staten Island, NY 10301",New York,Richmond County,Staten Island,40.6204781,-74.1109257
"Brokered by Nest Seekers International, Midtown",Condo,750000,3,2,1027.0,New York,"2132 2nd Ave Unit 7BNew York, NY 10029",New York,New York County,New York,40.7929253,-73.9404138
Brokered by COMPASS,Co-op,7495000,6,4,2184.207862,Manhattan,"151 E 79th St Fl 11Manhattan, NY 10075",New York,New York County,New York,40.775111,-73.958515
Brokered by Ozana Realty Group,House,698888,3,2,1440.0,Staten Island,"160 New Dorp PlzStaten Island, NY 10306",United States,New York,Richmond County,40.571472,-74.1193966
Brokered by Corcoran Chelsea/Flatiron,Condo,850000,1,1,626.0,Brooklyn,"158 India St Apt 3Brooklyn, NY 11222",New York,Kings County,Brooklyn,40.7322099,-73.9535842
Brokered by Serhant,Townhouse,2999999,4,3,2800.0,Brooklyn,"465 Saint Johns PlBrooklyn, NY 11238",United States,New York,Kings County,40.6736636,-73.9623858
Brokered by Property Professional Realty,Multi-family home,1149999,6,3,2184.207862,Floral Park,"86-58 261st StFloral Park, NY 11001",United States,New York,Queens County,40.7320002,-73.7055812
Brokered by Daniel Gale of Brooklyn LLC,Townhouse,2025000,2,2,1500.0,Brooklyn,"204 Richards Street Richards St Unit 204Brooklyn, NY 11231",United States,New York,Kings County,40.6756128,-74.0124872
Brokered by COMPASS,Townhouse,2695000,3,2,1950.0,Brooklyn,"338 Humboldt StBrooklyn, NY 11211",United States,New York,Kings County,40.7135237,-73.942354
Brokered by Brown Harris Stevens,Co-op,192500,1,1,2184.207862,Bronx,"555 Kappock St Apt 12FBronx, NY 10463",New York,Bronx County,The Bronx,40.878087,-73.9170513
Brokered by Gerard R Desgranges,Co-op,395000,1,1,550.0,New York,"170 W 85th St Apt 4NWNew York, NY 10024",New York,New York County,New York,40.7867652,-73.9753353
Brokered by 1 Oak Real Estate Hub Inc,Multi-family home,1200000,7,2,2184.207862,Brooklyn,"1278 E 70th StBrooklyn, NY 11234",United States,New York,Kings County,40.6243164,-73.9136042
Brokered by Bond New York- Columbus Circle,Co-op,699000,2,1,800.0,New York,"7 W 92nd St Apt 5GNew York, NY 10025",New York,New York County,New York,40.7896573,-73.9673229
Brokered by L I Homes Of Distinction,Multi-family home,649000,4,2,2184.207862,Arverne,"616 Beach 69th StArverne, NY 11692",United States,New York,Queens County,40.5974508,-73.7983993
Brokered by Coldwell Banker Reliable Real Estate,House,689000,3,2,1484.0,Staten Island,"414 Herberton AveStaten Island, NY 10302",United States,New York,Richmond County,40.6313071,-74.1356833
Brokered by COMPASS,Co-op,1895000,3,2,2184.207862,Brooklyn,"378 4th St Apt 4Brooklyn, NY 11215",New York,Kings County,Brooklyn,40.6708384,-73.9812037
Brokered by Realty By The Park Inc / Santana Real Estate,Condo,668000,2,2,2184.207862,Kew Gardens,"83-75 117th St Unit 7AKew Gardens, NY 11418",New York,Queens County,Queens,40.7046248,-73.8349003
"Brokered by Nest Seekers International, Tribeca",Condo,2550000,3,2,1525.0,New York,"422 W 49th St Apt 4ANew York, NY 10019",New York,New York County,New York,40.7631417,-73.9906014
Brokered by COMPASS,Townhouse,5500000,8,6,5925.0,Manhattan,"34 MT Morris Park WManhattan, NY 10027",United States,New York,New York County,40.806166,-73.9448308
"Brokered by Grandeur Realty, Inc.",House,1680000,1,1,3536.0,New York,"314 W 138th StNew York, NY 10030",United States,New York,New York County,40.8186279,-73.9460737
Brokered by Elegran Real Estate And Development,Condo,799000,1,1,684.0,New York,"155 E 34th St Apt 20ANew York, NY 10016",New York,New York County,New York,40.746232,-73.978689
Brokered by Jason Mitchell Real Estate New York,House,680000,3,2,2200.0,Staten Island,"54 E Augusta AveStaten Island, NY 10308",United States,New York,Richmond County,40.5529274,-74.159159
